1,00050
1,00045
1,00044
1,00043
1,00042
1,00041
2,00049
2,00040
2,00039
2,00038
2,00037
2,00036
3,00048
3,00035
3,00034
3,00033
3,00032
3,00031
4,00047
4,00030
4,00029
4,00028
4,00027
4,00026
5,00046
5,00025
5,00024
5,00023
5,00022
5,00021
6,00045
6,00020
6,00019
6,00018
6,00017
6,00016
7,00044
7,00015
7,00014
7,00013
7,00012
7,00011
8,00043
8,00010
8,00009
8,00008
8,00007
8,00006
9,00042
9,00005
9,00004
9,00003
9,00002
9,00001
10,00041
10,00044
10,00015
10,00042
10,00045
10,00001
11,00040
11,00008
11,00022
11,00011
11,00044
11,00033
12,00039
12,00022
12,00012
12,00032
12,00017
12,00006
13,00038
13,00001
13,00008
13,00005
13,00021
13,00043
14,00037
14,00018
14,00042
14,00007
14,00006
14,00005
15,00036
15,00004
15,00003
15,00002
15,00001
15,00015
16,00035
16,00014
16,00013
16,00012
16,00011
16,00010
17,00001
17,00017
17,00011
17,00012
17,00030
17,00003
18,00019
18,00016
18,00021
18,00034
18,00011
18,00031
18,00050
18,00006
18,00013
19,00024
19,00013
19,00048
19,00005
20,00025
20,00003
20,00023
20,00031
20,00028
21,00012
21,00015
22,00022	
22,00009
23,00017
23,00011
23,00031
23,00002
23,00003
23,00030
23,00047
23,00013
23,00021
23,00022
23,00025
23,00040
23,00042
24,00010
24,00001
24,00035
25,00021
25,00031
26,00019
26,00025
26,00028
26,00032
27,00026
27,00027
27,00028
27,00029
27,00022
28,00010
28,00050
28,00020
29,00016
29,00013
29,00050
29,00018
29,00005
29,00047
29,00008
30,00028
30,00023
30,00002
30,00021
30,00025
30,00010
30,00030
31,00030
31,00009
31,00040
31,00003
31,00016
32,00022
32,00021
32,00011
33,00013
33,00034
33,00035
33,00016
33,00011
33,00013
33,00019
34,00016
34,00017
34,00012
34,00009
34,00008
34,00007
34,00006
34,00048
34,00040
34,00026
34,00038
34,00028
34,00014
35,00031
35,00032
35,00033
35,00034
35,00035
35,00003
36,00015
36,00016
36,00021
36,00034
36,00011
36,00046
36,00045
36,00006
36,00013
37,00042
37,00015
37,00048
37,00005
38,00037
38,00003
38,00043
38,00021
38,00034
38,00045
38,00031
38,00016
39,00012
39,00036
39,00004
39,00002
39,00032
39,00047
39,00013
39,00020
39,00045
39,00006
39,00046
40,00024
40,00039
41,00018
41,00040
41,00043
41,00032
42,00039
42,00026
42,00024
42,00020
42,00016
43,00012
43,00030
43,00019
44,00036
44,00013
44,00050
44,00043
44,00005
44,00042
44,00008
45,00048
45,00023
45,00008
45,00041
45,00026
45,00020
45,00050
46,00030
46,00009
46,00038
46,00003
46,00015
47,00043
47,00041
47,00016
48,00012
49,00031
49,00030
49,00014
35,00021
35,00027
35,00050
35,00038
35,00044
36,00013
37,00027
37,00007
37,00016
38,00018
38,00049
38,00041
38,00021
38,00026
39,00027
39,00008
39,00046
40,00025
40,00044
40,00014
40,00011
40,00004
41,00006
41,00007
41,00030
41,00010
41,00034
42,00036
42,00011
42,00012
43,00047
43,00011
44,00029
44,00036
44,00040
44,00028
44,00014
45,00014
45,00048
45,00019
45,00038
45,00050
45,00020
46,00021
46,00037
46,00007
46,00001
46,00038
47,00014
47,00045
48,00005
48,00015
48,00014
48,00027
48,00034
48,00049
49,00024
49,00040
49,00012
49,00016
49,00011
49,00046
49,00009
49,00022
50,00007
50,00010
50,00001
50,00019
